Fecha,Nemónico,ISIN,Emisor,Moneda,P. Limpio (%),TIR %,Origen(*),Spreads,P. Limpio (monto),P. Sucio (monto),I.C. (monto),F. Vencimiento,F. Emisión,Cupón,Margen_Libor (%),TIR % S/Opc,Rating,Ult. Cupón,Prox. Cupón,Duración
4/1/2016,ALICO3BC1A,PEP21400M056,ALICORP S.A.,PEN,97.761,6.199,,0.928,977.614,980.098,2.484,17/12/2017,17/12/2014,4.969,0,6.199,AAA,17/12/2015,17/06/2016,1.907
4/1/2016,ALICO3BC2A,PEP21400M064,ALICORP S.A.,PEN,86.776,8.883,,1.381,867.763,900.041,32.278,22/01/2030,22/01/2015,7,0,8.883,AAA,22/07/2015,22/01/2016,7.718
4/1/2016,BAGRO1CP1A,PEP11450V013,Agrobanco,PEN,95.704,7.082,,2.659,957.041,957.041,0,22/08/2016,28/08/2015,0,0,7.082,,28/08/2015,22/08/2016,0.642
4/1/2016,BFAL1BC1A,PEP14150M015,BANCO FALABELLA,PEN,99.816,6.766,,2.097,149.724,150.587,0.864,2/9/2016,2/9/2011,6.281,0,6.766,AA-,2/12/2015,2/3/2016,0.411
4/1/2016,BFAL1BC1B,PEP14150M031,BANCO FALABELLA,PEN,99.97,6.366,,1.626,199.94,200.429,0.489,21/12/2016,21/12/2011,6.281,0,6.366,AA,21/12/2015,21/03/2016,0.587
4/1/2016,BFAL1BC4A,PEP14150M056,BANCO FALABELLA,PEN,96.306,7.144,,1.468,584.717,585.421,0.704,27/03/2020,27/03/2013,5.219,0,7.144,AA-,27/12/2015,27/03/2016,2.084
4/1/2016,BFAL1BC7A,PEP14150M072,BANCO FALABELLA,PEN,96.522,7.706,,2.107,772.179,773.84,1.661,22/12/2019,22/12/2014,5.75,0,7.706,AA-,22/12/2015,22/03/2016,1.951
4/1/2016,BRIPL3BC2U,PEP14300M123,BCO RIPLEY,PEN,98.426,7.615,,2.807,984.261,989.105,4.844,5/12/2016,5/6/2013,5.813,0,7.615,A+,5/12/2015,5/6/2016,0.919
4/1/2016,BRIPL3BC3A,PEP14300M131,BCO RIPLEY,PEN,98.637,8.157,,3.205,986.368,1002.896,16.528,11/4/2017,11/10/2013,7,0,8.157,A+,11/10/2015,11/4/2016,1.235
4/1/2016,BRIPL4BC1A,PEP14300M149,BCO RIPLEY,PEN,97.76,7.534,,2.505,977.599,981.332,3.734,12/6/2017,12/12/2014,5.844,0,7.534,A+,12/12/2015,12/6/2016,1.415
4/1/2016,BRIPL4BC1B,PEP14300M156,BCO RIPLEY,PEN,97.35,8.112,,2.908,973.495,985.592,12.097,29/10/2017,29/04/2015,6.5,0,8.112,A+,29/10/2015,29/04/2016,1.749
4/1/2016,BRIPL4CD1C,PEP14300Q561,BCO RIPLEY,PEN,97.343,6.286,,2.027,973.433,973.433,0,11/6/2016,17/06/2015,0,0,6.286,,17/06/2015,11/6/2016,0.442
4/1/2016,BRIPL4CD1D,PEP14300Q579,BCO RIPLEY,PEN,94.753,7.175,,2.629,947.532,947.532,0,10/10/2016,16/10/2015,0,0,7.175,,16/10/2015,10/10/2016,0.778
4/1/2016,CD04ENE16,CD04ENE16,BCRP,PEN,100,0,,0,1000,1000,0,4/1/2016,2/10/2015,0,0,0,,4/1/2016,,0
4/1/2016,CD06ABR17,CD06ABR17,BCRP,PEN,94.043,4.946,,0,940.43,940.43,0,6/4/2017,28/10/2015,0,0,4.946,,28/10/2015,6/4/2017,1.272
4/1/2016,CD06OCT16,CD06OCT16,BCRP,PEN,96.656,4.536,,0,966.562,966.562,0,6/10/2016,29/10/2015,0,0,4.536,,29/10/2015,6/10/2016,0.767
4/1/2016,CD07ABR16,CD07ABR16,BCRP,PEN,98.931,4.2,,0,989.315,989.315,0,7/4/2016,26/10/2015,0,0,4.2,,26/10/2015,7/4/2016,0.261
4/1/2016,CD07ENE16,CD07ENE16,BCRP,PEN,99.967,3.986,,0,999.674,999.674,0,7/1/2016,22/01/2015,0,0,3.986,,22/01/2015,7/1/2016,0.008
4/1/2016,CD08JUN17,CD08JUN17,BCRP,PEN,93.071,5.087,,0,930.713,930.713,0,8/6/2017,30/12/2015,0,0,5.087,,30/12/2015,8/6/2017,1.447
4/1/2016,CD08SET16,CD08SET16,BCRP,PEN,97.035,4.466,,0,970.351,970.351,0,8/9/2016,24/09/2015,0,0,4.466,,24/09/2015,8/9/2016,0.689
4/1/2016,CD09FEB17,CD09FEB17,BCRP,PEN,94.866,4.833,,0,948.658,948.658,0,9/2/2017,26/08/2015,0,0,4.833,,26/08/2015,9/2/2017,1.117
4/1/2016,CD09JUN16,CD09JUN16,BCRP,PEN,98.222,4.2,,0,982.218,982.218,0,9/6/2016,28/12/2015,0,0,4.2,,28/12/2015,9/6/2016,0.436
4/1/2016,CD09MAR17,CD09MAR17,BCRP,PEN,94.456,4.891,,0,944.556,944.556,0,9/3/2017,30/09/2015,0,0,4.891,,30/09/2015,9/3/2017,1.194
4/1/2016,CD10JUN16,CD10JUN16,BCRP,PEN,98.187,4.258,,0,981.867,981.867,0,10/6/2016,15/12/2015,0,0,4.258,,15/12/2015,10/6/2016,0.439
4/1/2016,CD10MAR16,CD10MAR16,BCRP,PEN,99.264,4.11,,0,992.644,992.644,0,10/3/2016,16/12/2015,0,0,4.11,,16/12/2015,10/3/2016,0.183
4/1/2016,CD10NOV16,CD10NOV16,BCRP,PEN,96.171,4.623,,0,961.711,961.711,0,10/11/2016,26/11/2015,0,0,4.623,,26/11/2015,10/11/2016,0.864
4/1/2016,CD11AGO16,CD11AGO16,BCRP,PEN,97.405,4.397,,0,974.046,974.046,0,11/8/2016,27/08/2015,0,0,4.397,,27/08/2015,11/8/2016,0.611
4/1/2016,CD11FEB16,CD11FEB16,BCRP,PEN,99.58,4.069,,0,995.799,995.799,0,11/2/2016,24/08/2015,0,0,4.069,,24/08/2015,11/2/2016,0.106
4/1/2016,CD11MAY17,CD11MAY17,BCRP,PEN,93.525,5.01,,0,935.252,935.252,0,11/5/2017,25/11/2015,0,0,5.01,,25/11/2015,11/5/2017,1.369
4/1/2016,CD12ENE17,CD12ENE17,BCRP,PEN,95.273,4.772,,0,952.727,952.727,0,12/1/2017,22/07/2015,0,0,4.772,,22/07/2015,12/1/2017,1.039
4/1/2016,CD12MAY16,CD12MAY16,BCRP,PEN,98.536,4.203,,0,985.356,985.356,0,12/5/2016,23/11/2015,0,0,4.203,,23/11/2015,12/5/2016,0.358
4/1/2016,CD13ENE16,CD13ENE16,BCRP,PEN,99.903,3.975,Mercado,0,999.026,999.026,0,13/01/2016,16/10/2015,0,0,3.975,,16/10/2015,13/01/2016,0.025
4/1/2016,CD14ENE16,CD14ENE16,BCRP,PEN,99.892,3.975,Mercado,0,998.918,998.918,0,14/01/2016,14/10/2015,0,0,3.975,,14/10/2015,14/01/2016,0.028
4/1/2016,CD14JUL16,CD14JUL16,BCRP,PEN,97.742,4.376,Mercado,0,977.419,977.419,0,14/07/2016,4/1/2016,0,0,4.376,,4/1/2016,14/07/2016,0.533
4/1/2016,CD15DIC16,CD15DIC16,BCRP,PEN,95.69,4.69,,0,956.905,956.905,0,15/12/2016,31/12/2015,0,0,4.69,,31/12/2015,15/12/2016,0.961
4/1/2016,CD17JUN16,CD17JUN16,BCRP,PEN,98.11,4.25,,0,981.104,981.104,0,17/06/2016,22/12/2015,0,0,4.25,,22/12/2015,17/06/2016,0.458
4/1/2016,CD21ENE16,CD21ENE16,BCRP,PEN,99.814,4.025,Mercado,0,998.138,998.138,0,21/01/2016,22/10/2015,0,0,4.025,,22/10/2015,21/01/2016,0.047
4/1/2016,CD23MAR16,CD23MAR16,BCRP,PEN,99.116,4.127,,0,991.165,991.165,0,23/03/2016,23/12/2015,0,0,4.127,,23/12/2015,23/03/2016,0.219
4/1/2016,CD23NOV16,CD23NOV16,BCRP,PEN,95.988,4.655,,0,959.881,959.881,0,23/11/2016,25/11/2015,0,0,4.655,,25/11/2015,23/11/2016,0.9
4/1/2016,CD24JUN16,CD24JUN16,BCRP,PEN,98.015,4.287,,0,980.146,980.146,0,24/06/2016,24/12/2015,0,0,4.287,,24/12/2015,24/06/2016,0.478
4/1/2016,CD25MAY16,CD25MAY16,BCRP,PEN,98.38,4.226,,0,983.805,983.805,0,25/05/2016,26/11/2015,0,0,4.226,,26/11/2015,25/05/2016,0.394
4/1/2016,CV20MAY16A,,BCRP,PEN,99.933,3.683,,,1003.346,1003.346,0,20/05/2016,23/11/2015,0,0,3.683,,23/11/2015,20/05/2016,0.381
4/1/2016,R04ENE16-1,R04ENE16-1,BCRP,PEN,100,0,,-0.05,1058.646,1058.646,0,4/1/2016,1/10/2015,0,0,0,,4/1/2016,,0
4/1/2016,R04FEB16-1,R04FEB16-1,BCRP,PEN,103.76,0.538,,0.168,1037.6,1037.6,0,4/2/2016,4/11/2015,0,0,0.538,,4/11/2015,4/2/2016,0.083
4/1/2016,R05FEB16-1,R05FEB16-1,BCRP,PEN,103.576,0.641,,0.27,1035.763,1035.763,0,5/2/2016,5/11/2015,0,0,0.641,,5/11/2015,5/2/2016,0.086
4/1/2016,R08FEB16-1,R08FEB16-1,BCRP,PEN,103.236,0.707,,0.336,1032.359,1032.359,0,8/2/2016,6/11/2015,0,0,0.707,,6/11/2015,8/2/2016,0.094
4/1/2016,R10FEB16-1,R10FEB16-1,BCRP,PEN,103.151,0.732,,0.359,1031.515,1031.515,0,10/2/2016,10/11/2015,0,0,0.732,,10/11/2015,10/2/2016,0.1
4/1/2016,R11FEB16-1,R11FEB16-1,BCRP,PEN,102.491,0.792,,0.418,1024.906,1024.906,0,11/2/2016,13/11/2015,0,0,0.792,,13/11/2015,11/2/2016,0.103
4/1/2016,R12FEB16-1,R12FEB16-1,BCRP,PEN,102.895,0.709,,0.336,1028.953,1028.953,0,12/2/2016,12/11/2015,0,0,0.709,,12/11/2015,12/2/2016,0.105
4/1/2016,R13ENE16-1,R13ENE16-1,BCRP,PEN,105.588,0.515,,0.155,1055.881,1055.881,0,13/01/2016,13/10/2015,0,0,0.515,,13/10/2015,13/01/2016,0.024
4/1/2016,R14ENE16-1,R14ENE16-1,BCRP,PEN,105.631,0.656,,0.295,1056.314,1056.314,0,14/01/2016,14/10/2015,0,0,0.656,,14/10/2015,14/01/2016,0.026
4/1/2016,R21MAR16-1,R21MAR16-1,BCRP,PEN,99.871,0.604,,0.218,1009.344,1009.344,0,21/03/2016,21/12/2015,0,0,0.604,,21/12/2015,21/03/2016,0.212
4/1/2016,R22ENE16-1,R22ENE16-1,BCRP,PEN,104.955,0.573,,0.208,1049.546,1049.546,0,22/01/2016,21/10/2015,0,0,0.573,,21/10/2015,22/01/2016,0.048
4/1/2016,R22FEB16-1,R22FEB16-1,BCRP,PEN,99.918,0.606,,0.215,1006.885,1006.885,0,22/02/2016,22/12/2015,0,0,0.606,,22/12/2015,22/02/2016,0.135
4/1/2016,R23FEB16-1,R23FEB16-1,BCRP,PEN,100.721,0.585,,0.207,1007.209,1007.209,0,23/02/2016,23/12/2015,0,0,0.585,,23/12/2015,23/02/2016,0.138
4/1/2016,R23MAR16-1,R23MAR16-1,BCRP,PEN,100.745,0.57,,0.18,1007.452,1007.452,0,23/03/2016,24/12/2015,0,0,0.57,,24/12/2015,23/03/2016,0.218
4/1/2016,R26ENE16-1,R26ENE16-1,BCRP,PEN,104.643,0.249,,-0.118,1046.429,1046.429,0,26/01/2016,23/10/2015,0,0,0.249,,23/10/2015,26/01/2016,0.058
4/1/2016,R27ENE16-1,R27ENE16-1,BCRP,PEN,104.491,0.7,,0.333,1044.907,1044.907,0,27/01/2016,26/10/2015,0,0,0.7,,26/10/2015,27/01/2016,0.061
4/1/2016,R28ENE16-1,R28ENE16-1,BCRP,PEN,104.483,0.775,,0.407,1044.835,1044.835,0,28/01/2016,26/10/2015,0,0,0.775,,26/10/2015,28/01/2016,0.064
4/1/2016,R29ENE16-1,R29ENE16-1,BCRP,PEN,104.226,0.704,,0.333,1042.255,1042.255,0,29/01/2016,28/10/2015,0,0,0.704,,28/10/2015,29/01/2016,0.067
4/1/2016,R29FEB16-1,R29FEB16-1,BCRP,PEN,99.903,0.628,,0.251,1003.292,1003.292,0,29/02/2016,29/12/2015,0,0,0.628,,29/12/2015,29/02/2016,0.155
4/1/2016,,XS0272106435,BID,PEN,101.037,5.526,,0.625,101037.072,102527.697,1490.625,15/04/2017,26/10/2006,6.625,0,5.526,AAA,15/10/2015,15/04/2016,1.012
4/1/2016,CAF1BC1U,PEP31347M016,CAF,PEN,101.458,6.326,,1.084,29998.087,30876.419,878.332,15/08/2018,26/05/2006,7.531,0,6.326,A+,15/08/2015,15/02/2016,1.291
4/1/2016,,CVL75851M111,CENCOSUD PE,PEN,100.32,7.048,,1.604,1003201.941,1015181.108,11979.167,5/5/2018,5/5/2008,7.188,0,7.048,AAA,5/11/2015,5/5/2016,2.197
4/1/2016,,CVL75851M228,CENCOSUD PE,PEN,101.259,6.751,,1.649,1012586.377,1043298.183,30711.806,12/8/2017,23/06/2008,7.625,0,6.751,AAA,12/8/2015,12/2/2016,1.52
4/1/2016,,CVL71800M013,CNCH,PEN,102.325,7.654,,2.141,5116.255,5117.458,1.202,3/7/2018,3/7/2008,8.656,0,7.654,AA+,3/1/2016,3/7/2016,2.332
4/1/2016,COF3DBC10A,PEP11100M252,COFIDE,PEN,74.352,9.6,,1.968,3717.609,3863.137,145.528,28/06/2037,28/06/2012,6.2,0,9.6,AAA,15/07/2015,15/01/2016,8.761
4/1/2016,COF3DBC11A,PEP11100M260,COFIDE,PEN,70.99,8.719,,0.934,3549.519,3684.675,135.156,30/10/2042,30/10/2012,5.625,0,8.719,AAA,15/07/2015,15/01/2016,10.536
4/1/2016,COFI2DCD3A,PEP11100Q014,COFIDE,PEN,99.984,5.242,,1.243,4999.187,5219.812,220.625,11/1/2016,16/01/2015,4.5,0,5.242,,16/01/2015,11/1/2016,0.019
4/1/2016,COFI2DCP4A,PEP11100V022,COFIDE,PEN,99.708,5.733,,1.56,4985.425,5153.154,167.729,24/04/2016,30/04/2015,4.85,0,5.733,,30/04/2015,24/04/2016,0.308
4/1/2016,COFI2DCP4B,PEP11100V030,COFIDE,PEN,99.537,5.63,,1.292,4976.829,5086.829,110,17/07/2016,23/07/2015,4.8,0,5.63,,23/07/2015,17/07/2016,0.542
4/1/2016,COFI3DBC9A,PEP11100M245,COFIDE,PEN,86.697,8.685,,1.204,4334.854,4490.945,156.09,27/04/2027,27/04/2012,6.65,0,8.685,AAA,15/07/2015,15/01/2016,7.584
4/1/2016,COFI4DBC2A,PEP11100M278,COFIDE,PEN,62.748,9.109,,1.28,3137.419,3265.968,128.549,30/04/2043,30/04/2013,5.35,0,9.109,AAA,15/07/2015,15/01/2016,11.22
4/1/2016,COFI4DBC5A,PEP11100M286,COFIDE,PEN,92.337,7.903,,1.702,4616.834,4752.591,135.757,30/01/2020,30/01/2015,5.65,0,7.903,AAA,15/07/2015,15/01/2016,3.625
4/1/2016,COFID2BC8A,PEP11100M138,COFIDE,PEN,99.941,5.986,,1.096,1748.962,1772.193,23.231,15/07/2017,1/6/2007,5.9,0,5.986,AAA,15/10/2015,15/01/2016,0.762
4/1/2016,COFID2BC8B,PEP11100M153,COFIDE,PEN,100.461,6.248,,1.144,2511.531,2548.937,37.406,2/4/2018,2/4/2008,6.65,0,6.248,AAA,15/10/2015,15/01/2016,1.104
4/1/2016,COFID3BC1A,PEP11100M195,COFIDE,PEN,100.016,5.951,,1.391,5000.793,5150.966,150.174,24/01/2016,24/01/2011,6.25,0,5.951,AAA,15/07/2015,24/01/2016,0.056
4/1/2016,BANCOMBS21,PEP11900D015,COMERCIO,PEN,85.771,13.835,,7.046,8577.05,8596.592,19.542,28/06/2022,28/06/2012,10.05,0,13.835,BBB+,28/12/2015,28/03/2016,4.745
4/1/2016,BNCOM0BS22,PEP11900D023,COMERCIO,PEN,87.116,13.84,,6.972,8711.56,8758.226,46.667,19/12/2022,19/12/2012,10.5,0,13.84,BBB+,19/12/2015,19/03/2016,4.909
4/1/2016,BNCOM0BS23,PEP11900D031,COMERCIO,PEN,80.135,15.397,,8.511,8013.488,8141.613,128.125,20/02/2023,20/02/2013,10.25,0,15.397,BBB+,20/11/2015,20/02/2016,4.872
4/1/2016,BNCOM0BS24,PEP11900D049,COMERCIO,PEN,80.156,15.38,,8.487,8015.65,8095.372,79.722,7/3/2023,7/3/2013,10.25,0,15.38,BBB+,7/12/2015,7/3/2016,4.918
4/1/2016,CONTI1BS1A,PEP11600D011,CONTINENTAL,PEN,93.337,8.32,,1.459,4666.84,4713.965,47.125,7/5/2022,7/5/2007,5.85,0,8.305,AA+,7/11/2015,7/5/2016,5.301
4/1/2016,CONTI2BA1A,PEP11600K040,CONTINENTAL,PEN,98.996,6.183,,1.187,4949.79,4986.582,36.793,16/05/2017,16/05/2014,5.406,0,6.183,AAA,16/11/2015,16/05/2016,1.344
4/1/2016,CONTI3BC7U,PEP11600M137,CONTINENTAL,PEN,101.383,6.445,,1.005,5069.151,5131.221,62.07,2/5/2018,2/5/2008,7.094,0,6.445,AAA,2/11/2015,2/5/2016,2.192
4/1/2016,CONTI4BC1U,PEP11600M145,CONTINENTAL,PEN,96.832,8.043,,1.67,4841.598,4985.348,143.75,13/08/2020,13/08/2010,7.188,0,8.043,AAA,13/08/2015,13/02/2016,3.938
4/1/2016,CONTI4BC2A,PEP11600M152,CONTINENTAL,PEN,97.05,8.011,,1.628,4852.52,4984.864,132.344,25/08/2020,25/08/2010,7.219,0,8.011,AAA,25/08/2015,25/02/2016,3.969
4/1/2016,CONTI4BC3A,PEP11600M160,CONTINENTAL,PEN,100.842,6.756,,1.179,5042.083,5179.635,137.552,18/08/2018,18/08/2011,7.125,0,6.756,AAA,18/08/2015,18/02/2016,2.41
4/1/2016,CONTI5BC1A,PEP11600M178,CONTINENTAL,PEN,99.978,6.003,,1.18,4998.875,5012.209,13.333,19/12/2016,19/12/2011,6,0,6.003,AAA,19/12/2015,19/06/2016,0.957
4/1/2016,CONTI5BC2A,PEP11600M186,CONTINENTAL,PEN,90.326,8.925,,1.48,4516.289,4532.886,16.597,19/12/2026,19/12/2011,7.469,0,8.925,AAA,19/12/2015,19/06/2016,7.561
4/1/2016,CONTI5BC5U,PEP11600M194,CONTINENTAL,PEN,95.601,7.356,,1.474,4780.052,4842.214,62.161,19/04/2019,19/04/2012,5.813,0,7.356,AAA,19/10/2015,19/04/2016,3.041
4/1/2016,CSCOT1BC4A,PEP16920M043,CREDISCOTIA,PEN,97.612,7.036,,2.167,9761.171,9970.893,209.722,28/01/2017,28/01/2013,4.719,0,7.036,AA,28/07/2015,28/01/2016,1.048
4/1/2016,CSCOT1BS1A,PEP16920D018,CREDISCOTIA,PEN,80.482,10.442,,2.981,8048.173,8364.996,316.823,31/07/2027,31/07/2012,7.406,0,10.442,AA-,31/07/2015,31/01/2016,7.33
4/1/2016,CRED4BC10A,PEP12000M279,CREDITO,PEN,95.481,8.268,,1.52,954.806,961.452,6.646,2/12/2021,2/12/2011,7.25,0,8.268,AAA,2/12/2015,2/6/2016,4.923
4/1/2016,CRED4BC10B,PEP12000M287,CREDITO,PEN,85.553,8.376,,1.402,855.527,868.819,13.292,9/10/2022,9/10/2012,5.5,0,8.376,AAA,9/10/2015,9/4/2016,5.636
4/1/2016,CRED4BC10C,PEP12000M295,CREDITO,PEN,84.772,8.292,,1.284,847.72,853.18,5.46,28/11/2022,28/11/2012,5.313,0,8.292,AAA,28/11/2015,28/05/2016,5.806
4/1/2016,CREDI1BA6A,PEP12000K059,CREDITO,PEN,104.853,6.753,,1.18,5242.657,5295.938,53.281,21/08/2018,21/08/2008,8.719,0,6.753,AAA,21/11/2015,21/02/2016,2.396
4/1/2016,CREDI1BS1A,PEP12000D039,CREDITO,PEN,89.463,8.429,,1.55,8946.309,9015.407,69.098,25/05/2027,25/05/2007,6.219,0,8.429,AA+,25/11/2015,25/05/2016,5.336
4/1/2016,CREDI2BC3A,PEP12000M188,CREDITO,PEN,100.454,7.349,,1.859,10045.423,10093.14,47.717,12/6/2018,12/6/2008,7.469,0,5.866,AAA,12/12/2015,12/3/2016,2.278
4/1/2016,CREDI2BC3B,PEP12000M196,CREDITO,PEN,100.523,8.388,,2.868,10052.333,10255.388,203.056,10/7/2018,10/7/2008,8.5,0,7.129,AAA,10/10/2015,10/1/2016,2.283
4/1/2016,CREDI4BC9A,PEP12000M261,CREDITO,PEN,100.043,6.119,,1.345,1000.428,1011.311,10.883,2/11/2016,2/11/2011,6.219,0,6.119,AAA,2/11/2015,2/5/2016,0.826
4/1/2016,,XS0324362267,CREDITO,PEN,100.777,6.682,,1.498,1007.765,1023.898,16.133,15/10/2022,15/10/2007,7.17,0,6.682,A-,15/10/2015,15/04/2016,1.703
4/1/2016,,XS0324362937,CREDITO,PEN,100.777,6.682,,1.498,1007.765,1023.898,16.133,15/10/2022,15/10/2007,7.17,0,6.682,A-,15/10/2015,15/04/2016,1.703
4/1/2016,,XS0370312596,CRPAOTRUST,PEN,74.646,8.738,,2.397,93594.263,93594.263,0,15/11/2022,11/6/2008,0,0,8.738,A-,15/11/2015,15/05/2016,3.317
4/1/2016,CINEP1BC1A,PEP72840M010,Cineplex,PEN,97.552,8.864,,2.928,975.519,989.728,14.208,30/04/2021,30/04/2014,7.75,0,8.864,AA-,30/10/2015,1/2/2016,2.58
4/1/2016,COMPF1CD2A,PEP16820Q012,Compartamos Fin,PEN,94.524,7.19,,2.614,945.239,945.239,0,22/10/2016,28/10/2015,0,0,7.19,,28/10/2015,22/10/2016,0.811
4/1/2016,FCONF1CD3A,PEP16940Q034,Confianza,PEN,98.162,6.38,,2.211,4908.087,4908.087,0,21/04/2016,27/04/2015,0,0,6.38,,27/04/2015,21/04/2016,0.3
4/1/2016,FCONF1CD4A,PEP16940Q042,Confianza,PEN,94.422,7.105,,2.507,4721.117,4721.117,0,31/10/2016,6/11/2015,0,0,7.105,,6/11/2015,31/10/2016,0.836
4/1/2016,FCONF1CD4B,PEP16940Q059,Confianza,PEN,93.631,7.305,,2.622,4681.549,4681.549,0,5/12/2016,11/12/2015,0,0,7.305,,11/12/2015,5/12/2016,0.933
4/1/2016,COSAP1BC1A,PEP73140M014,Cosapi,PEN,101.47,9.212,,2.388,1014.701,1043.37,28.669,17/09/2025,17/09/2015,9.469,0,9.212,AA-,17/09/2015,17/03/2016,4.825
4/1/2016,CRE2TIP1U,PEP80050F259,Credicorp Capit,PEN,94.747,9.124,,2.198,86.999,88.513,1.514,20/01/2027,20/01/2012,7.813,0,9.124,AA,20/10/2015,20/01/2016,4.713
4/1/2016,,CVL80050F026,Credicorp Capit,PEN,92.651,9.928,,2.615,92.651,94.385,1.734,20/01/2032,20/01/2012,8.438,0,9.928,AA,20/10/2015,20/01/2016,6.613
4/1/2016,EDEGE3BC1A,PEP70051M198,EDEGEL S.A.,PEN,90.46,8.289,,1.395,4522.996,4535.27,12.274,21/06/2022,21/06/2007,6.313,0,8.289,AAA,21/12/2015,21/06/2016,5.404
4/1/2016,EDEGE3BC3A,PEP70051M206,EDEGEL S.A.,PEN,95.474,7.825,,1.86,4773.697,4774.569,0.872,3/7/2019,3/7/2007,6.281,0,7.825,AAA,3/1/2016,3/7/2016,3.228
4/1/2016,EDEL2BC3A,PEP70101M175,EDELNOR S.A.,PEN,99.916,5.582,,1.029,4995.816,5203.121,207.305,5/1/2016,5/1/2006,8.156,0,5.582,AAA,5/7/2015,5/1/2016,0.003
4/1/2016,EDEL2BC3B,PEP70101M233,EDELNOR S.A.,PEN,100.394,6.507,,1.795,5019.682,5146.01,126.328,31/08/2016,31/08/2006,7.219,0,6.507,AAA,31/08/2015,28/02/2016,0.649
4/1/2016,EDEL2BC5A,PEP70101M191,EDELNOR S.A.,PEN,100.097,5.555,,0.992,5004.847,5178.181,173.333,1/2/2016,1/2/2006,8,0,5.555,AAA,1/8/2015,1/2/2016,0.078
4/1/2016,EDEL3BC7A,PEP70101M357,EDELNOR S.A.,PEN,100.543,5.812,,1.168,5027.168,5048.939,21.771,13/06/2016,13/06/2008,7.125,0,5.812,AAA,13/12/2015,13/06/2016,0.447
4/1/2016,EDEL4BC11A,PEP70101M506,EDELNOR S.A.,PEN,76.133,8.864,,1.155,3806.63,3852.941,46.311,10/5/2032,10/5/2012,6.063,0,8.864,AAA,10/11/2015,10/5/2016,9.736
4/1/2016,EDEL4BC12A,PEP70101M530,EDELNOR S.A.,PEN,67.702,8.872,,1.12,3385.123,3501.147,116.024,25/01/2033,25/01/2013,5.125,0,8.872,AAA,25/07/2015,25/01/2016,10.065
4/1/2016,EDEL4BC13A,PEP70101M514,EDELNOR S.A.,PEN,84.5,8.729,,1.784,4225.014,4328.538,103.524,23/08/2022,23/08/2012,5.563,0,8.729,AAA,23/08/2015,23/02/2016,5.483
4/1/2016,EDEL4BC15A,PEP70101M522,EDELNOR S.A.,PEN,77.04,8.534,,1.104,3851.998,3892.276,40.278,7/11/2025,7/11/2012,5,0,8.534,AAA,7/11/2015,7/5/2016,7.599
4/1/2016,EDEL4BC1A,PEP70101M449,EDELNOR S.A.,PEN,100.866,6.319,,1.362,5043.289,5122.742,79.453,15/04/2017,15/04/2010,7.063,0,6.319,AAA,15/10/2015,15/04/2016,1.246
4/1/2016,EDEL4BC1B,PEP70101M472,EDELNOR S.A.,PEN,100.207,6.363,,1.154,5010.345,5067.22,56.875,2/11/2017,2/11/2010,6.5,0,6.363,AAA,2/11/2015,2/5/2016,1.762
4/1/2016,EDEL4BC4A,PEP70101M480,EDELNOR S.A.,PEN,99.335,7.271,,1.509,4966.732,5136.654,169.922,14/01/2019,14/01/2011,7.031,0,7.271,AAA,14/07/2015,14/01/2016,2.729
4/1/2016,EDEL4BC5A,PEP70101M464,EDELNOR S.A.,PEN,99.289,7.634,,1.27,4964.456,5120.437,155.981,6/8/2020,6/8/2010,7.438,0,7.634,AAA,6/8/2015,6/2/2016,3.908
4/1/2016,EDEL4BC9A,PEP70101M498,EDELNOR S.A.,PEN,91.01,8.173,,1.321,4550.482,4622.891,72.409,13/04/2022,13/04/2012,6.281,0,8.173,AAA,13/10/2015,13/04/2016,5.22
4/1/2016,EDEL5BC10A,PEP70101M597,EDELNOR S.A.,PEN,88.371,8.532,,1.451,4418.55,4438.815,20.265,12/6/2023,12/6/2014,6.344,0,8.532,AAA,12/12/2015,12/6/2016,5.997
4/1/2016,EDEL5BC11A,PEP70101M605,EDELNOR S.A.,PEN,94.991,7.55,,1.604,4749.551,4768.218,18.668,12/6/2019,12/6/2014,5.844,0,7.55,AAA,12/12/2015,12/6/2016,3.189
4/1/2016,EDEL5BC12A,PEP70101M621,EDELNOR S.A.,PEN,97.481,6.378,,1.223,4874.035,4946.223,72.188,18/09/2017,18/09/2014,4.813,0,6.378,AAA,18/09/2015,18/03/2016,1.659
4/1/2016,EDEL5BC17A,PEP70101M639,EDELNOR S.A.,PEN,96.192,7.377,,1.395,4809.624,4955.943,146.319,16/07/2019,16/07/2015,6.125,0,7.377,AAA,16/07/2015,16/01/2016,3.173
4/1/2016,EDEL5BC1A,PEP70101M548,EDELNOR S.A.,PEN,94.286,8.285,,1.898,4714.283,4839.908,125.625,23/08/2020,23/08/2013,6.75,0,8.285,AAA,23/08/2015,23/02/2016,3.993
4/1/2016,EDEL5BC1B,PEP70101M563,EDELNOR S.A.,PEN,94.08,8.018,,1.548,4704.018,4744.643,40.625,20/11/2020,20/11/2013,6.5,0,8.018,AAA,20/11/2015,20/05/2016,4.263
4/1/2016,EDEL5BC2A,PEP70101M613,EDELNOR S.A.,PEN,88.449,8.263,,0.994,4422.473,4517.63,95.156,18/09/2024,18/09/2014,6.344,0,8.263,AAA,18/09/2015,18/03/2016,6.641
