Fecha,Nemónico,ISIN,Emisor,Moneda,P. Limpio (%),TIR %,Origen(*),Spreads,P. Limpio (monto),P. Sucio (monto),I.C. (monto),F. Vencimiento,F. Emisión,Cupón,Margen_Libor (%),TIR % S/Opc,Rating,Ult. Cupón,Prox. Cupón,Duración
25/01/2016,MEDRO1CP3A,PEP43500V066,Medrock Corp.,PEN,99.552,7.278,,3.09,995.522,995.522,0,17/02/2016,3/9/2015,0,0,7.278,,3/9/2015,17/02/2016,0.064
25/01/2016,NORVI1BC1U,PEP74850M017,Norvial,PEN,97.051,8.105,,2.088,9705.078,9708.828,3.75,23/07/2020,23/07/2015,6.75,0,8.105,AA,23/01/2016,23/04/2016,2.499
25/01/2016,NORVI1BC2U,PEP74850M025,Norvial,PEN,92.814,9.854,,2.606,6677.035,6680.383,3.347,23/01/2027,23/07/2015,8.375,0,9.854,AA,23/01/2016,23/04/2016,6.013
25/01/2016,REP3BC1A,PEP70310M149,REP,PEN,82.29,8.966,,1.837,4114.494,4171.976,57.483,8/11/2022,8/11/2012,5.375,0,8.966,AAA,8/11/2015,8/5/2016,5.656
25/01/2016,REP3BC1B,PEP70310M156,REP,PEN,80.536,8.966,,1.792,4026.802,4146.385,119.583,7/2/2023,7/2/2013,5.125,0,8.966,AAA,7/8/2015,7/2/2016,5.765
25/01/2016,,CVL14200M016,RIPLEY PE,PEN,102.689,6.662,,1.475,1026893.452,1066376.091,39482.639,12/8/2017,8/8/2008,8.563,0,6.662,AAA,12/8/2015,12/2/2016,1.451
25/01/2016,RUTADELIMA,USP82169AA48,Rutas de Lima,PEN,106.122,7.759,,0.033,1061.218,1067.034,5.816,30/06/2036,7/7/2014,8.375,0,-2.042,BBB-,31/12/2015,30/06/2016,13.368
25/01/2016,SAGA2BC1A,PEP75700M047,SAGA,PEN,99.631,6.78,,1.71,1423.304,1435.136,11.832,9/12/2017,9/12/2010,6.344,0,6.78,AA,9/12/2015,9/3/2016,0.97
25/01/2016,SAGA2BC1B,PEP75700M054,SAGA,PEN,100.463,7.216,,1.973,1793.977,1816.485,22.507,26/05/2018,26/05/2011,7.563,0,7.216,AA,26/11/2015,26/02/2016,1.156
25/01/2016,SAGA2BC2A,PEP75700M062,SAGA,PEN,99.974,7.169,,1.861,1963.785,1998.62,34.835,27/07/2018,27/07/2011,7.094,0,7.169,AA,27/10/2015,27/01/2016,1.188
25/01/2016,SAGA3BC1A,PEP75700M070,SAGA,PEN,93.462,8.374,,2.004,607.503,614.009,6.507,24/05/2022,24/05/2012,5.813,0,8.374,AA,24/11/2015,24/02/2016,2.794
25/01/2016,SAGA3BC1B,PEP75700M088,SAGA,PEN,92.838,8.119,,1.704,626.658,634.362,7.704,10/8/2022,10/8/2012,5.406,0,8.119,AA,10/11/2015,10/2/2016,2.867
25/01/2016,SAGA3BC2A,PEP75700M096,SAGA,PEN,89.114,8.747,,2.217,646.076,646.881,0.806,17/04/2023,17/04/2013,5,0,8.747,AA,17/01/2016,17/04/2016,3.226
25/01/2016,SCO1TSCO1U,PEP80200F235,SCOTIA ST,PEN,92.617,8.957,,1.825,857.831,860.764,2.933,9/5/2028,9/5/2014,7.125,0,8.957,AA+,9/1/2016,9/2/2016,5.096
25/01/2016,SCOT1TLM1U,PEP80200F177,SCOTIA ST,PEN,99.609,7.557,,2.6,205.195,206.227,1.032,30/09/2017,24/10/2007,6.938,0,6.683,AA,30/12/2015,30/01/2016,0.81
25/01/2016,SCOT1TMB1U,PEP80200F219,SCOTIA ST,PEN,92.959,9.367,,2.468,811.52,816.527,5.008,27/09/2025,27/09/2013,7.375,0,9.366,AA,27/12/2015,27/01/2016,4.188
25/01/2016,SCOTI1BC7A,PEP14000M095,SCOTIABANK,PEN,100.977,6.34,,1.321,10097.694,10271.392,173.698,30/04/2017,30/04/2010,7.188,0,6.34,AAA,30/10/2015,30/04/2016,1.229
25/01/2016,SCOTI1BC8A,PEP14000M103,SCOTIABANK,PEN,100.795,6.766,,1.61,10079.452,10083.515,4.063,23/07/2017,23/07/2010,7.313,0,6.766,AAA,23/01/2016,23/07/2016,1.461
25/01/2016,SCOTI2BC1A,PEP14000M129,SCOTIABANK,PEN,99.838,5.958,,1.056,9983.821,10230.045,246.224,20/02/2017,20/02/2012,5.719,0,5.958,AAA,20/08/2015,20/02/2016,1.028
25/01/2016,SCOTI2BC1B,PEP14000M145,SCOTIABANK,PEN,98.749,6.177,,1.117,9874.93,9964.271,89.34,24/05/2017,24/05/2012,5.188,0,6.177,AAA,24/11/2015,24/05/2016,1.309
25/01/2016,SCOTI2BC1C,PEP14000M152,SCOTIABANK,PEN,98.028,6.656,,1.554,9802.787,9857.214,54.427,18/06/2017,18/06/2012,5.156,0,6.656,AAA,18/12/2015,18/06/2016,1.378
25/01/2016,SCOTI2BC3A,PEP14000M111,SCOTIABANK,PEN,98.973,7.219,,1.418,9897.31,10170.444,273.134,2/9/2018,2/9/2011,6.781,0,7.219,AAA,2/9/2015,2/3/2016,2.401
25/01/2016,SCOTI2BC3B,PEP14000M137,SCOTIABANK,PEN,92.475,8.265,,2.124,9247.504,9369.57,122.066,7/5/2019,7/5/2012,5.563,0,8.265,AAA,7/11/2015,7/5/2016,3.039
25/01/2016,SCOTI2BC5A,PEP14000M160,SCOTIABANK,PEN,97.608,6.822,,1.659,9760.792,9760.792,0,25/07/2017,25/07/2012,5.094,0,6.822,AAA,25/01/2016,25/07/2016,1.482
25/01/2016,SCOTI2BC5B,PEP14000M178,SCOTIABANK,PEN,97.336,7.281,,1.404,9733.601,9895.163,161.563,23/10/2018,23/10/2013,6.188,0,7.281,AAA,23/10/2015,23/04/2016,2.56
25/01/2016,SCOTI2BC9A,PEP14000M186,SCOTIABANK,PEN,99.168,6.253,,1.345,9916.776,10162.748,245.972,17/02/2017,17/02/2014,5.5,0,6.253,AAA,17/08/2015,17/02/2016,1.04
25/01/2016,SCOTI2BC9B,PEP14000M194,SCOTIABANK,PEN,99.062,6.226,,1.236,9906.22,10066.324,160.104,11/4/2017,11/4/2014,5.438,0,6.226,AAA,11/10/2015,11/4/2016,1.188
25/01/2016,SCOTI2BC9C,PEP14000M202,SCOTIABANK,PEN,97.879,6.185,,0.731,9787.858,9800.436,12.578,16/01/2018,16/01/2015,5.031,0,6.185,AAA,16/01/2016,16/07/2016,1.931
25/01/2016,TELMO2BC9A,PEP70400M155,TEL MOVILES,PEN,100.582,5.752,,1.056,5029.122,5158.749,129.627,10/9/2016,10/9/2010,6.813,0,5.752,AAA,10/9/2015,10/3/2016,0.619
25/01/2016,TELMO2BC9B,PEP70400M163,TEL MOVILES,PEN,100.233,5.969,,1.233,5011.631,5101.943,90.313,15/10/2016,15/10/2010,6.375,0,5.969,AAA,15/10/2015,15/04/2016,0.718
25/01/2016,TEMO2BC11A,PEP70400M148,TEL MOVILES,PEN,101.834,6.315,,1.232,5091.718,5142.308,50.59,9/6/2017,9/6/2010,7.75,0,6.315,AAA,9/12/2015,9/6/2016,1.336
25/01/2016,TEMO2BC11B,PEP70400M171,TEL MOVILES,PEN,101.342,6.693,,1.141,5067.111,5193.101,125.99,24/03/2018,24/03/2011,7.375,0,6.693,AAA,24/09/2015,24/03/2016,2.02
25/01/2016,TEMO2BC27A,PEP70400M189,TEL MOVILES,PEN,92.592,7.996,,1.74,4629.621,4758.684,129.063,10/8/2019,10/8/2012,5.531,0,7.996,AAA,10/8/2015,10/2/2016,3.211
25/01/2016,ATEL5BC29A,PEP70500M640,TELEFONICA,PEN,100.145,5.895,,1.172,5007.229,5103.479,96.25,5/10/2016,5/10/2011,6.188,0,5.895,AAA,5/10/2015,5/4/2016,0.69
25/01/2016,ATEL5BC31A,PEP70500M624,TELEFONICA,PEN,100.585,5.914,,1.294,5029.25,5068.834,39.583,18/06/2016,18/06/2010,7.5,0,5.914,AAA,18/12/2015,18/06/2016,0.403
25/01/2016,ATEL5BC33A,PEP70500M632,TELEFONICA,PEN,100.515,6.429,,1.222,5025.763,5172.421,146.658,23/08/2017,23/08/2010,6.813,0,6.429,AAA,23/08/2015,23/02/2016,1.503
25/01/2016,,CVL70500P2A0,TELEFONICA,PEN,101.632,6.747,,1.702,20326330.18,20635871.84,309541.667,17/05/2017,17/05/2006,8.075,0,6.747,AAA,17/11/2015,17/05/2016,1.27
25/01/2016,,XS0232002526,TELEFONICA,PEN,100.386,5.856,,1.267,16.731,17.124,0.393,11/4/2016,11/10/2005,8,0,5.856,AAA,11/10/2015,11/4/2016,0.214
25/01/2016,UNAC2DBC1A,PEP23900M095,UNACEM S.A.A.,PEN,87.301,8.716,,2.231,4365.037,4460.358,95.321,8/3/2020,8/3/2013,4.938,0,8.716,AA+,8/9/2015,8/3/2016,3.723
25/01/2016,UNAC2DBC2A,PEP23900M103,UNACEM S.A.A.,PEN,80.616,8.946,,1.761,4030.818,4130.362,99.544,8/3/2023,8/3/2013,5.156,0,8.946,AA+,8/9/2015,8/3/2016,5.843
25/01/2016,UNAC2DBC3A,PEP23900M111,UNACEM S.A.A.,PEN,99.053,6.659,,1.847,4952.633,4985.854,33.22,13/12/2016,13/12/2013,5.563,0,6.659,AA+,13/12/2015,13/06/2016,0.883
25/01/2016,YURA4BC1A,PEP58501M057,YURA,PEN,93.474,8.887,,1.353,934.741,952.38,17.639,6/5/2030,6/5/2015,7.938,0,8.887,AAA,6/11/2015,6/5/2016,7.748
25/01/2016,YURA4BC2A,PEP58501M065,YURA,PEN,87.28,9.34,,1.58,872.796,890.366,17.569,6/5/2040,6/5/2015,7.906,0,9.34,AAA,6/11/2015,6/5/2016,9.975
26/01/2016,ALICO3BC1A,PEP21400M056,ALICORP S.A.,PEN,97.654,6.296,,0.928,976.541,982.062,5.521,17/12/2017,17/12/2014,4.969,0,6.296,AAA,17/12/2015,17/06/2016,1.846
26/01/2016,ALICO3BC2A,PEP21400M064,ALICORP S.A.,PEN,86.326,8.973,,1.381,863.256,864.034,0.778,22/01/2030,22/01/2015,7,0,8.973,AAA,22/01/2016,22/07/2016,7.951
26/01/2016,BAGRO1CP1A,PEP11450V013,Agrobanco,PEN,96.047,7.194,,2.64,960.471,960.471,0,22/08/2016,28/08/2015,0,0,7.194,,28/08/2015,22/08/2016,0.581
26/01/2016,BFAL1BC1A,PEP14150M015,BANCO FALABELLA,PEN,99.84,6.748,,2.097,149.76,151.2,1.439,2/9/2016,2/9/2011,6.281,0,6.748,AA-,2/12/2015,2/3/2016,0.35
26/01/2016,BFAL1BC1B,PEP14150M031,BANCO FALABELLA,PEN,99.978,6.34,,1.626,199.956,201.212,1.256,21/12/2016,21/12/2011,6.281,0,6.34,AA,21/12/2015,21/03/2016,0.526
26/01/2016,BFAL1BC4A,PEP14150M056,BANCO FALABELLA,PEN,96.069,7.323,,1.468,583.278,585.918,2.64,27/03/2020,27/03/2013,5.219,0,7.323,AA-,27/12/2015,27/03/2016,2.02
26/01/2016,BFAL1BC7A,PEP14150M072,BANCO FALABELLA,PEN,96.324,7.875,,2.107,770.595,775.067,4.472,22/12/2019,22/12/2014,5.75,0,7.875,AA-,22/12/2015,22/03/2016,1.887
26/01/2016,BRIPL3BC2U,PEP14300M123,BCO RIPLEY,PEN,98.547,7.575,,2.807,985.471,993.867,8.396,5/12/2016,5/6/2013,5.813,0,7.575,A+,5/12/2015,5/6/2016,0.858
26/01/2016,BRIPL3BC3A,PEP14300M131,BCO RIPLEY,PEN,98.696,8.153,,3.205,986.955,1007.761,20.806,11/4/2017,11/10/2013,7,0,8.153,A+,11/10/2015,11/4/2016,1.174
26/01/2016,BRIPL4BC1A,PEP14300M149,BCO RIPLEY,PEN,97.816,7.552,,2.505,978.158,985.463,7.305,12/6/2017,12/12/2014,5.844,0,7.552,A+,12/12/2015,12/6/2016,1.354
26/01/2016,BRIPL4BC1B,PEP14300M156,BCO RIPLEY,PEN,97.306,8.188,,2.908,973.058,989.128,16.069,29/10/2017,29/04/2015,6.5,0,8.188,A+,29/10/2015,29/04/2016,1.688
26/01/2016,BRIPL4CD1C,PEP14300Q561,BCO RIPLEY,PEN,97.655,6.435,,2.027,976.547,976.547,0,11/6/2016,17/06/2015,0,0,6.435,,17/06/2015,11/6/2016,0.381
26/01/2016,BRIPL4CD1D,PEP14300Q579,BCO RIPLEY,PEN,95.068,7.312,,2.629,950.681,950.681,0,10/10/2016,16/10/2015,0,0,7.312,,16/10/2015,10/10/2016,0.717
26/01/2016,CD06ABR17,CD06ABR17,BCRP,PEN,94.223,5.036,,0,942.235,942.235,0,6/4/2017,28/10/2015,0,0,5.036,,28/10/2015,6/4/2017,1.211
26/01/2016,CD06OCT16,CD06OCT16,BCRP,PEN,96.828,4.674,,0,968.282,968.282,0,6/10/2016,29/10/2015,0,0,4.674,,29/10/2015,6/10/2016,0.706
26/01/2016,CD07ABR16,CD07ABR16,BCRP,PEN,99.167,4.269,,0,991.674,991.674,0,7/4/2016,26/10/2015,0,0,4.269,,26/10/2015,7/4/2016,0.2
26/01/2016,CD08JUN17,CD08JUN17,BCRP,PEN,93.291,5.138,,0,932.905,932.905,0,8/6/2017,30/12/2015,0,0,5.138,,30/12/2015,8/6/2017,1.386
26/01/2016,CD08SET16,CD08SET16,BCRP,PEN,97.209,4.611,,0,972.095,972.095,0,8/9/2016,24/09/2015,0,0,4.611,,24/09/2015,8/9/2016,0.628
26/01/2016,CD09FEB17,CD09FEB17,BCRP,PEN,95.043,4.935,,0,950.429,950.429,0,9/2/2017,26/08/2015,0,0,4.935,,26/08/2015,9/2/2017,1.056
26/01/2016,CD09JUN16,CD09JUN16,BCRP,PEN,98.397,4.404,,0,983.97,983.97,0,9/6/2016,28/12/2015,0,0,4.404,,28/12/2015,9/6/2016,0.375
26/01/2016,CD09MAR17,CD09MAR17,BCRP,PEN,94.635,4.986,,0,946.346,946.346,0,9/3/2017,30/09/2015,0,0,4.986,,30/09/2015,9/3/2017,1.133
26/01/2016,CD10JUN16,CD10JUN16,BCRP,PEN,98.384,4.406,,0,983.844,983.844,0,10/6/2016,15/12/2015,0,0,4.406,,15/12/2015,10/6/2016,0.378
26/01/2016,CD10MAR16,CD10MAR16,BCRP,PEN,99.496,4.217,,0,994.965,994.965,0,10/3/2016,16/12/2015,0,0,4.217,,16/12/2015,10/3/2016,0.122
26/01/2016,CD10NOV16,CD10NOV16,BCRP,PEN,96.343,4.751,,0,963.426,963.426,0,10/11/2016,26/11/2015,0,0,4.751,,26/11/2015,10/11/2016,0.803
26/01/2016,CD11AGO16,CD11AGO16,BCRP,PEN,97.584,4.548,,0,975.837,975.837,0,11/8/2016,27/08/2015,0,0,4.548,,27/08/2015,11/8/2016,0.55
26/01/2016,CD11FEB16,CD11FEB16,BCRP,PEN,99.819,4.172,,0,998.185,998.185,0,11/2/2016,24/08/2015,0,0,4.172,,24/08/2015,11/2/2016,0.044
26/01/2016,CD11MAY17,CD11MAY17,BCRP,PEN,93.706,5.094,,0,937.063,937.063,0,11/5/2017,25/11/2015,0,0,5.094,,25/11/2015,11/5/2017,1.308
26/01/2016,CD12ENE17,CD12ENE17,BCRP,PEN,95.43,4.9,,0,954.303,954.303,0,12/1/2017,21/01/2016,0,0,4.9,,21/01/2016,12/1/2017,0.978
26/01/2016,CD12MAY16,CD12MAY16,BCRP,PEN,98.745,4.342,,0,987.447,987.447,0,12/5/2016,23/11/2015,0,0,4.342,,23/11/2015,12/5/2016,0.297
26/01/2016,CD13ABR16,CD13ABR16,BCRP,PEN,99.096,4.281,,0,990.959,990.959,0,13/04/2016,18/01/2016,0,0,4.281,,18/01/2016,13/04/2016,0.217
26/01/2016,CD13JUL16,CD13JUL16,BCRP,PEN,97.963,4.481,,0,979.632,979.632,0,13/07/2016,15/01/2016,0,0,4.481,,15/01/2016,13/07/2016,0.469
26/01/2016,CD13JUL17,CD13JUL17,BCRP,PEN,92.822,5.15,,0,928.219,928.219,0,13/07/2017,20/01/2016,0,0,5.15,,20/01/2016,13/07/2017,1.483
26/01/2016,CD14ABR16,CD14ABR16,BCRP,PEN,99.084,4.283,,0,990.839,990.839,0,14/04/2016,12/1/2016,0,0,4.283,,12/1/2016,14/04/2016,0.219
26/01/2016,CD14JUL16,CD14JUL16,BCRP,PEN,97.945,4.495,,0,979.452,979.452,0,14/07/2016,25/01/2016,0,0,4.495,,25/01/2016,14/07/2016,0.472
26/01/2016,CD15DIC16,CD15DIC16,BCRP,PEN,95.848,4.824,,0,958.484,958.484,0,15/12/2016,31/12/2015,0,0,4.824,,31/12/2015,15/12/2016,0.9
26/01/2016,CD17JUN16,CD17JUN16,BCRP,PEN,98.296,4.422,,0,982.96,982.96,0,17/06/2016,22/12/2015,0,0,4.422,,22/12/2015,17/06/2016,0.397
26/01/2016,CD22FEB16,CD22FEB16,BCRP,PEN,99.695,4.151,,0,996.954,996.954,0,22/02/2016,21/01/2016,0,0,4.151,,21/01/2016,22/02/2016,0.075
26/01/2016,CD23MAR16,CD23MAR16,BCRP,PEN,99.345,4.24,,0,993.447,993.447,0,23/03/2016,23/12/2015,0,0,4.24,,23/12/2015,23/03/2016,0.158
26/01/2016,CD23NOV16,CD23NOV16,BCRP,PEN,96.16,4.778,,0,961.6,961.6,0,23/11/2016,25/11/2015,0,0,4.778,,25/11/2015,23/11/2016,0.839
26/01/2016,CD24JUN16,CD24JUN16,BCRP,PEN,98.207,4.438,,0,982.071,982.071,0,24/06/2016,24/12/2015,0,0,4.438,,24/12/2015,24/06/2016,0.417
26/01/2016,CD25MAY16,CD25MAY16,BCRP,PEN,98.584,4.37,,0,985.843,985.843,0,25/05/2016,26/11/2015,0,0,4.37,,26/11/2015,25/05/2016,0.333
26/01/2016,CV20MAY16A,,BCRP,PEN,100.054,3.825,,,1007.067,1007.067,0,20/05/2016,23/11/2015,0,0,3.825,,23/11/2015,20/05/2016,0.319
26/01/2016,R04FEB16-1,R04FEB16-1,BCRP,PEN,105.036,0.544,,0.168,1050.358,1050.358,0,4/2/2016,4/11/2015,0,0,0.544,,4/11/2015,4/2/2016,0.024
26/01/2016,R05FEB16-1,R05FEB16-1,BCRP,PEN,104.856,0.647,,0.27,1048.563,1048.563,0,5/2/2016,5/11/2015,0,0,0.647,,5/11/2015,5/2/2016,0.026
26/01/2016,R08ABR16-1,R08ABR16-1,BCRP,PEN,100.957,0.635,,0.176,1009.575,1009.575,0,8/4/2016,8/1/2016,0,0,0.635,,8/1/2016,8/4/2016,0.201
26/01/2016,R08FEB16-1,R08FEB16-1,BCRP,PEN,104.516,0.715,,0.336,1045.158,1045.158,0,8/2/2016,6/11/2015,0,0,0.715,,6/11/2015,8/2/2016,0.035
26/01/2016,R10FEB16-1,R10FEB16-1,BCRP,PEN,104.432,0.74,,0.359,1044.318,1044.318,0,10/2/2016,10/11/2015,0,0,0.74,,10/11/2015,10/2/2016,0.04
26/01/2016,R11FEB16-1,R11FEB16-1,BCRP,PEN,103.766,0.801,,0.418,1037.665,1037.665,0,11/2/2016,13/11/2015,0,0,0.801,,13/11/2015,11/2/2016,0.043
26/01/2016,R12ABR16-1,R12ABR16-1,BCRP,PEN,101.051,0.546,,0.08,1010.506,1010.506,0,12/4/2016,12/1/2016,0,0,0.546,,12/1/2016,12/4/2016,0.211
26/01/2016,R12FEB16-1,R12FEB16-1,BCRP,PEN,104.171,0.719,,0.336,1041.709,1041.709,0,12/2/2016,12/11/2015,0,0,0.719,,12/11/2015,12/2/2016,0.045
26/01/2016,R13ABR16-1,R13ABR16-1,BCRP,PEN,100.908,0.585,,0.118,1009.079,1009.079,0,13/04/2016,13/01/2016,0,0,0.585,,13/01/2016,13/04/2016,0.214
26/01/2016,R14ABR16-1,R14ABR16-1,BCRP,PEN,101.05,0.669,,0.201,1010.499,1010.499,0,14/04/2016,14/01/2016,0,0,0.669,,14/01/2016,14/04/2016,0.217
26/01/2016,R15JUL16-1,R15JUL16-1,BCRP,PEN,100.67,0.673,,0.063,1006.702,1006.702,0,15/07/2016,15/01/2016,0,0,0.673,,15/01/2016,15/07/2016,0.47
26/01/2016,R19ABR16-1,R19ABR16-1,BCRP,PEN,100.605,0.649,,0.172,1006.045,1006.045,0,19/04/2016,19/01/2016,0,0,0.649,,19/01/2016,19/04/2016,0.232
26/01/2016,R19JUL16-1,R19JUL16-1,BCRP,PEN,100.412,0.708,,0.092,1004.115,1004.115,0,19/07/2016,19/01/2016,0,0,0.708,,19/01/2016,19/07/2016,0.482
26/01/2016,R20JUL16-1,R20JUL16-1,BCRP,PEN,99.708,0.599,,-0.083,1002.293,1002.293,0,20/07/2016,20/01/2016,0,0,0.599,,20/01/2016,20/07/2016,0.486
26/01/2016,R21MAR16-1,R21MAR16-1,BCRP,PEN,102.173,0.65,,0.218,1021.726,1021.726,0,21/03/2016,21/12/2015,0,0,0.65,,21/12/2015,21/03/2016,0.149
26/01/2016,R22ABR16-1,R22ABR16-1,BCRP,PEN,99.82,0.75,,0.27,1002.829,1002.829,0,22/04/2016,22/01/2016,0,0,0.75,,22/01/2016,22/04/2016,0.241
26/01/2016,R22FEB16-1,R22FEB16-1,BCRP,PEN,101.931,0.609,,0.215,1019.307,1019.307,0,22/02/2016,22/12/2015,0,0,0.609,,22/12/2015,22/02/2016,0.074
26/01/2016,R22JUL16-1,R22JUL16-1,BCRP,PEN,99.67,0.671,,0.101,1001.327,1001.327,0,22/07/2016,22/01/2016,0,0,0.671,,22/01/2016,22/07/2016,0.492
26/01/2016,R23FEB16-1,R23FEB16-1,BCRP,PEN,101.961,0.603,,0.207,1019.61,1019.61,0,23/02/2016,23/12/2015,0,0,0.603,,23/12/2015,23/02/2016,0.076
26/01/2016,R23MAR16-1,R23MAR16-1,BCRP,PEN,101.979,0.615,,0.18,1019.788,1019.788,0,23/03/2016,24/12/2015,0,0,0.615,,24/12/2015,23/03/2016,0.155
26/01/2016,R26ABR16-1,R26ABR16-1,BCRP,PEN,99.818,0.724,,0.238,997.874,997.874,0,26/04/2016,25/01/2016,0,0,0.724,,25/01/2016,26/04/2016,0.253
26/01/2016,R26ENE16-1,R26ENE16-1,BCRP,PEN,100,0,,-0.118,1059.11,1059.11,0,26/01/2016,23/10/2015,0,0,0,,26/01/2016,,0
26/01/2016,R27ABR16-1,R27ABR16-1,BCRP,PEN,99.819,0.712,Mercado,0.223,998.188,998.188,0,27/04/2016,26/01/2016,0,0,0.712,,26/01/2016,27/04/2016,0.256
26/01/2016,R27ENE16-1,R27ENE16-1,BCRP,PEN,105.786,0.704,,0.333,1057.86,1057.86,0,27/01/2016,26/10/2015,0,0,0.704,,26/10/2015,27/01/2016,0.003
26/01/2016,R28ENE16-1,R28ENE16-1,BCRP,PEN,105.783,0.777,,0.407,1057.835,1057.835,0,28/01/2016,26/10/2015,0,0,0.777,,26/10/2015,28/01/2016,0.005
26/01/2016,R29ENE16-1,R29ENE16-1,BCRP,PEN,105.518,0.703,,0.333,1055.176,1055.176,0,29/01/2016,28/10/2015,0,0,0.703,,28/10/2015,29/01/2016,0.008
26/01/2016,R29FEB16-1,R29FEB16-1,BCRP,PEN,101.566,0.654,,0.251,1015.659,1015.659,0,29/02/2016,29/12/2015,0,0,0.654,,29/12/2015,29/02/2016,0.093
26/01/2016,,XS0272106435,BID,PEN,100.978,5.516,,0.625,100978.378,102873.864,1895.486,15/04/2017,26/10/2006,6.625,0,5.516,AAA,15/10/2015,15/04/2016,0.951
26/01/2016,CAF1BC1U,PEP31347M016,CAF,PEN,101.268,6.427,,1.084,29941.737,30956.148,1014.412,15/08/2018,26/05/2006,7.531,0,6.427,A+,15/08/2015,15/02/2016,1.229
26/01/2016,,CVL75851M111,CENCOSUD PE,PEN,100.008,7.194,,1.604,1000084.223,1016455.751,16371.528,5/5/2018,5/5/2008,7.188,0,7.194,AAA,5/11/2015,5/5/2016,2.136
26/01/2016,,CVL75851M228,CENCOSUD PE,PEN,101.147,6.795,,1.649,1011471.185,1046842.712,35371.528,12/8/2017,23/06/2008,7.625,0,6.795,AAA,12/8/2015,12/2/2016,1.459
26/01/2016,,CVL71800M013,CNCH,PEN,101.907,7.817,,2.141,5095.345,5122.997,27.652,3/7/2018,3/7/2008,8.656,0,7.817,AA+,3/1/2016,3/7/2016,2.27
26/01/2016,COF3DBC10A,PEP11100M252,COFIDE,PEN,73.874,9.685,,1.968,3693.723,3703.195,9.472,28/06/2037,28/06/2012,6.2,0,9.685,AAA,15/01/2016,15/07/2016,9.035
26/01/2016,COF3DBC11A,PEP11100M260,COFIDE,PEN,70.509,8.799,,0.934,3525.467,3534.061,8.594,30/10/2042,30/10/2012,5.625,0,8.799,AAA,15/01/2016,15/07/2016,10.847
26/01/2016,COFI2DCP4A,PEP11100V022,COFIDE,PEN,99.732,5.864,,1.56,4986.618,5169.166,182.549,24/04/2016,30/04/2015,4.85,0,5.864,,30/04/2015,24/04/2016,0.247
26/01/2016,COFI2DCP4B,PEP11100V030,COFIDE,PEN,99.514,5.782,,1.292,4975.684,5100.351,124.667,17/07/2016,23/07/2015,4.8,0,5.782,,23/07/2015,17/07/2016,0.481
26/01/2016,COFI3DBC9A,PEP11100M245,COFIDE,PEN,86.185,8.774,,1.204,4309.247,4319.406,10.16,27/04/2027,27/04/2012,6.65,0,8.774,AAA,15/01/2016,15/07/2016,7.8
26/01/2016,COFI4DBC2A,PEP11100M278,COFIDE,PEN,62.244,9.196,,1.28,3112.194,3120.368,8.174,30/04/2043,30/04/2013,5.35,0,9.196,AAA,15/01/2016,15/07/2016,11.568
26/01/2016,COFI4DBC5A,PEP11100M286,COFIDE,PEN,91.714,8.15,,1.702,4585.704,4594.336,8.632,30/01/2020,30/01/2015,5.65,0,8.15,AAA,15/01/2016,15/07/2016,3.672
26/01/2016,COFID2BC8A,PEP11100M138,COFIDE,PEN,99.965,5.987,,1.096,1499.479,1502.183,2.704,15/07/2017,1/6/2007,5.9,0,5.987,AAA,15/01/2016,15/04/2016,0.835
26/01/2016,COFID2BC8B,PEP11100M153,COFIDE,PEN,100.452,6.31,,1.144,2260.176,2264.747,4.572,2/4/2018,2/4/2008,6.65,0,6.31,AAA,15/01/2016,15/04/2016,1.181
26/01/2016,BANCOMBS21,PEP11900D015,COMERCIO,PEN,85.166,14.025,,7.046,8516.643,8597.602,80.958,28/06/2022,28/06/2012,10.05,0,14.025,BBB+,28/12/2015,28/03/2016,4.675
26/01/2016,BNCOM0BS22,PEP11900D023,COMERCIO,PEN,86.51,14.016,,6.972,8651.019,8761.852,110.833,19/12/2022,19/12/2012,10.5,0,14.016,BBB+,19/12/2015,19/03/2016,4.838
26/01/2016,BNCOM0BS23,PEP11900D031,COMERCIO,PEN,79.638,15.57,,8.511,7963.758,8154.522,190.764,20/02/2023,20/02/2013,10.25,0,15.57,BBB+,20/11/2015,20/02/2016,4.801
26/01/2016,BNCOM0BS24,PEP11900D049,COMERCIO,PEN,79.656,15.551,,8.487,7965.637,8107.998,142.361,7/3/2023,7/3/2013,10.25,0,15.551,BBB+,7/12/2015,7/3/2016,4.847
26/01/2016,CONTI1BS1A,PEP11600D011,CONTINENTAL,PEN,92.601,8.504,,1.45,4630.052,4695.052,65,7/5/2022,7/5/2007,5.85,0,8.499,AA+,7/11/2015,7/5/2016,5.233
26/01/2016,CONTI2BA1A,PEP11600K040,CONTINENTAL,PEN,99.021,6.192,,1.187,4951.07,5004.382,53.312,16/05/2017,16/05/2014,5.406,0,6.192,AAA,16/11/2015,16/05/2016,1.282
26/01/2016,CONTI3BC7U,PEP11600M137,CONTINENTAL,PEN,101.044,6.59,,1.005,5052.185,5135.931,83.746,2/5/2018,2/5/2008,7.094,0,6.59,AAA,2/11/2015,2/5/2016,2.131
26/01/2016,CONTI4BC1U,PEP11600M145,CONTINENTAL,PEN,97.354,7.907,,1.291,4867.682,5033.394,165.712,13/08/2020,13/08/2010,7.188,0,7.907,AAA,13/08/2015,13/02/2016,3.879
